GeneID	GeneSymbol	Alias	Links	Cytoband	FullName	GeneType	Regulation	log2FoldChange	Adjusted_P-value
1000	CDH2	CD325|CDHN|CDw325|NCAD	MIM:114020|HGNC:HGNC:1759|Ensembl:ENSG00000170558|Vega:OTTHUMG00000059940	18q12.1	cadherin 2	protein-coding	Up	6.79	1.31e-07
1001	CDH3	CDHP|HJMD|PCAD	MIM:114021|HGNC:HGNC:1762|Ensembl:ENSG00000062038|Vega:OTTHUMG00000137560	16q22.1	cadherin 3	protein-coding	Up	4.64	0.000372
101	ADAM8	CD156|CD156a|MS2	MIM:602267|HGNC:HGNC:215|Ensembl:ENSG00000151651|Vega:OTTHUMG00000019309	10q26.3	ADAM metallopeptidase domain 8	protein-coding	Up	4.29	0.00313
1012	CDH13	CDHH|P105	MIM:601364|HGNC:HGNC:1753|Ensembl:ENSG00000140945|Vega:OTTHUMG00000176635	16q23.3	cadherin 13	protein-coding	Down	-4.21	2.9e-06
10232	MSLN	MPF|SMRP	MIM:601051|HGNC:HGNC:7371|Ensembl:ENSG00000102854|Vega:OTTHUMG00000047992	16p13.3	mesothelin	protein-coding	Down	-8.09	2.21e-05
10266	RAMP2	-	MIM:605154|HGNC:HGNC:9844|Ensembl:ENSG00000131477|Vega:OTTHUMG00000180648	17q21.2	receptor activity modifying protein 2	protein-coding	Down	-5.21	0.000119
1029	CDKN2A	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	MIM:600160|HGNC:HGNC:1787|Ensembl:ENSG00000147889|Vega:OTTHUMG00000019686	9p21.3	cyclin dependent kinase inhibitor 2A	protein-coding	Up	5.42	0.000154
1030	CDKN2B	CDK4I|INK4B|MTS2|P15|TP15|p15INK4b	MIM:600431|HGNC:HGNC:1788|Ensembl:ENSG00000147883|Vega:OTTHUMG00000019691	9p21.3	cyclin dependent kinase inhibitor 2B	protein-coding	Down	-2.58	0.017
1033	CDKN3	CDI1|CIP2|KAP|KAP1	MIM:123832|HGNC:HGNC:1791|Ensembl:ENSG00000100526|Vega:OTTHUMG00000140302	14q22.2	cyclin dependent kinase inhibitor 3	protein-coding	Up	6.47	0.015
10365	KLF2	LKLF	MIM:602016|HGNC:HGNC:6347|Ensembl:ENSG00000127528|Vega:OTTHUMG00000182330	19p13.11	Kruppel like factor 2	protein-coding	Down	-4.93	0.0306
10371	SEMA3A	COLL1|HH16|Hsema-I|Hsema-III|SEMA1|SEMAD|SEMAIII|SEMAL|SemD|coll-1	MIM:603961|HGNC:HGNC:10723|Ensembl:ENSG00000075213|Vega:OTTHUMG00000023443	7q21.11	semaphorin 3A	protein-coding	Up	4.84	0.000744
10381	TUBB3	CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4	MIM:602661|HGNC:HGNC:20772|Ensembl:ENSG00000258947|Vega:OTTHUMG00000138985	16q24.3	tubulin beta 3 class III	protein-coding	Up	4.89	4.72e-05
10395	DLC1	ARHGAP7|HP|STARD12|p122-RhoGAP	MIM:604258|HGNC:HGNC:2897|Ensembl:ENSG00000164741|Vega:OTTHUMG00000090825	8p22	DLC1 Rho GTPase activating protein	protein-coding	Down	-6.9	0.031
10406	WFDC2	EDDM4|HE4|WAP5|dJ461P17.6	HGNC:HGNC:15939|Ensembl:ENSG00000101443|Vega:OTTHUMG00000032594	20q13.12	WAP four-disulfide core domain 2	protein-coding	Down	-7.35	0.000451
1045	CDX2	CDX-3|CDX2/AS|CDX3	MIM:600297|HGNC:HGNC:1806|Ensembl:ENSG00000165556|Vega:OTTHUMG00000016640	13q12.2	caudal type homeobox 2	protein-coding	Up	12.15	7.99e-08
1048	CEACAM5	CD66e|CEA	MIM:114890|HGNC:HGNC:1817|Ensembl:ENSG00000105388|Vega:OTTHUMG00000151061	19q13.2	carcinoembryonic antigen related cell adhesion molecule 5	protein-coding	Up	6.28	1.55e-06
1050	CEBPA	C/EBP-alpha|CEBP	MIM:116897|HGNC:HGNC:1833|Ensembl:ENSG00000245848|Vega:OTTHUMG00000161461	19q13.11	CCAAT/enhancer binding protein alpha	protein-coding	Down	-6.08	0.0373
10516	FBLN5	ADCL2|ARCL1A|ARMD3|DANCE|EVEC|FIBL-5|HNARMD|UP50	MIM:604580|HGNC:HGNC:3602|Ensembl:ENSG00000140092|Vega:OTTHUMG00000171122	14q32.12	fibulin 5	protein-coding	Down	-5.37	0.0354
10551	AGR2	AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2	MIM:606358|HGNC:HGNC:328|Ensembl:ENSG00000106541|Vega:OTTHUMG00000023446	7p21.1	"anterior gradient 2, protein disulphide isomerase family member"	protein-coding	Down	-4.77	0.046
10562	OLFM4	GC1|GW112|OLM4|OlfD|UNQ362|bA209J19.1|hGC-1|hOLfD	MIM:614061|HGNC:HGNC:17190|Ensembl:ENSG00000102837|Vega:OTTHUMG00000016981	13q14.3	olfactomedin 4	protein-coding	Up	6.3	0.00707
10563	CXCL13	ANGIE|ANGIE2|BCA-1|BCA1|BLC|BLR1L|SCYB13	MIM:605149|HGNC:HGNC:10639|Ensembl:ENSG00000156234|Vega:OTTHUMG00000130201	4q21.1	C-X-C motif chemokine ligand 13	protein-coding	Up	9	2.3e-09
10590	SCGN	CALBL|DJ501N12.8|SECRET|SEGN|setagin	MIM:609202|HGNC:HGNC:16941|Ensembl:ENSG00000079689|Vega:OTTHUMG00000014409	6p22.2	"secretagogin, EF-hand calcium binding protein"	protein-coding	Up	5.44	0.0132
10630	PDPN	AGGRUS|GP36|GP40|Gp38|HT1A-1|OTS8|PA2.26|T1A|T1A-2|T1A2|TI1A	MIM:608863|HGNC:HGNC:29602|Ensembl:ENSG00000162493|Vega:OTTHUMG00000007912	1p36.21	podoplanin	protein-coding	Down	-4.29	0.0353
10631	POSTN	OSF-2|OSF2|PDLPOSTN|PN	MIM:608777|HGNC:HGNC:16953|Ensembl:ENSG00000133110|Vega:OTTHUMG00000016751	13q13.3	periostin	protein-coding	Up	3.85	0.000442
10643	IGF2BP3	CT98|IMP-3|IMP3|KOC|KOC1|VICKZ3	MIM:608259|HGNC:HGNC:28868|Ensembl:ENSG00000136231|Vega:OTTHUMG00000128445	7p15.3	insulin like growth factor 2 mRNA binding protein 3	protein-coding	Up	6.38	0.000665
10763	NES	Nbla00170	MIM:600915|HGNC:HGNC:7756|Ensembl:ENSG00000132688|Vega:OTTHUMG00000034299	1q23.1	nestin	protein-coding	Down	-2.93	0.00221
1080	CFTR	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	MIM:602421|HGNC:HGNC:1884|Ensembl:ENSG00000001626|Vega:OTTHUMG00000023076	7q31.2	cystic fibrosis transmembrane conductance regulator	protein-coding	Down	-9.63	1.33e-05
10863	ADAM28	ADAM 28|MDC-L|MDCL|eMDC II|eMDCII	MIM:606188|HGNC:HGNC:206|Ensembl:ENSG00000042980|Vega:OTTHUMG00000163780	8p21.2	ADAM metallopeptidase domain 28	protein-coding	Up	6.79	0.00331
10874	NMU	-	MIM:605103|HGNC:HGNC:7859|Ensembl:ENSG00000109255|Vega:OTTHUMG00000102161	4q12	neuromedin U	protein-coding	Up	9.74	0.000662
10894	LYVE1	CRSBP-1|HAR|LYVE-1|XLKD1	MIM:605702|HGNC:HGNC:14687|Ensembl:ENSG00000133800|Vega:OTTHUMG00000165713	11p15.4	lymphatic vessel endothelial hyaluronan receptor 1	protein-coding	Down	-4.68	8.71e-07
11012	KLK11	PRSS20|TLSP	MIM:604434|HGNC:HGNC:6359|Ensembl:ENSG00000167757|Vega:OTTHUMG00000182915	19q13.41	kallikrein related peptidase 11	protein-coding	Down	-6.45	1.8e-05
11013	TMSB15A	TMSB15|TMSB15B|TMSL8|TMSNB|Tb15|TbNB	MIM:300939|HGNC:HGNC:30744|Ensembl:ENSG00000158164|Vega:OTTHUMG00000022054	Xq22.1	thymosin beta 15a	protein-coding	Down	-4.66	0.0368
11065	UBE2C	UBCH10|dJ447F3.2	MIM:605574|HGNC:HGNC:15937|Ensembl:ENSG00000175063|Vega:OTTHUMG00000033038	20q13.12	ubiquitin conjugating enzyme E2 C	protein-coding	Up	5.69	0.000658
11074	TRIM31	C6orf13|HCG1|HCGI|RNF	MIM:609316|HGNC:HGNC:16289|Ensembl:ENSG00000204616|Vega:OTTHUMG00000031064	6p22.1	tripartite motif containing 31	protein-coding	Up	9.01	1.44e-07
11082	ESM1	endocan	MIM:601521|HGNC:HGNC:3466|Ensembl:ENSG00000164283|Vega:OTTHUMG00000097010	5q11.2	endothelial cell specific molecule 1	protein-coding	Up	4.03	0.000443
1113	CHGA	CGA	MIM:118910|HGNC:HGNC:1929|Ensembl:ENSG00000100604|Vega:OTTHUMG00000171225	14q32.12	chromogranin A	protein-coding	Up	8.64	9.95e-05
1116	CHI3L1	ASRT7|CGP-39|GP-39|GP39|HC-gp39|HCGP-3P|YKL-40|YKL40|YYL-40|hCGP-39	MIM:601525|HGNC:HGNC:1932|Ensembl:ENSG00000133048|Vega:OTTHUMG00000042122	1q32.1	chitinase 3 like 1	protein-coding	Up	2.55	0.0453
11197	WIF1	WIF-1	MIM:605186|HGNC:HGNC:18081|Ensembl:ENSG00000156076|Vega:OTTHUMG00000168832	12q14.3	WNT inhibitory factor 1	protein-coding	Down	-10.87	2.94e-09
112399	EGLN3	HIFP4H3|HIFPH3|PHD3	MIM:606426|HGNC:HGNC:14661|Ensembl:ENSG00000129521|Vega:OTTHUMG00000029498	14q13.1	egl-9 family hypoxia inducible factor 3	protein-coding	Up	4.35	0.000249
113130	CDCA5	SORORIN	MIM:609374|HGNC:HGNC:14626|Ensembl:ENSG00000146670|Vega:OTTHUMG00000150420	11q13.1	cell division cycle associated 5	protein-coding	Up	6.23	0.0119
11326	VSIG4	CRIg|Z39IG	MIM:300353|HGNC:HGNC:17032|Ensembl:ENSG00000155659|Vega:OTTHUMG00000021727	Xq12	V-set and immunoglobulin domain containing 4	protein-coding	Down	-6.71	0.00634
1134	CHRNA1	ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS	MIM:100690|HGNC:HGNC:1955|Ensembl:ENSG00000138435|Vega:OTTHUMG00000132357	2q31.1	cholinergic receptor nicotinic alpha 1 subunit	protein-coding	Up	7.26	4.8e-06
1138	CHRNA5	LNCR2	MIM:118505|HGNC:HGNC:1959|Ensembl:ENSG00000169684|Vega:OTTHUMG00000143858	15q25.1	cholinergic receptor nicotinic alpha 5 subunit	protein-coding	Up	5.51	0.0289
115908	CTHRC1	-	MIM:610635|HGNC:HGNC:18831|Ensembl:ENSG00000164932|Vega:OTTHUMG00000164887	8q22.3	collagen triple helix repeat containing 1	protein-coding	Up	7.5	2.39e-05
116832	RPL39L	RPL39L1	MIM:607547|HGNC:HGNC:17094|Ensembl:ENSG00000163923|Vega:OTTHUMG00000156465	3q27.3	ribosomal protein L39 like	protein-coding	Up	4.54	0.0308
116835	HSPA12B	C20orf60	MIM:610702|HGNC:HGNC:16193|Ensembl:ENSG00000132622|Vega:OTTHUMG00000031755	20p13	heat shock protein family A (Hsp70) member 12B	protein-coding	Down	-5.29	4.25e-05
117156	SCGB3A2	LU103|PNSP1|UGRP1|pnSP-1	MIM:606531|HGNC:HGNC:18391|Ensembl:ENSG00000164265|Vega:OTTHUMG00000129729	5q32	secretoglobin family 3A member 2	protein-coding	Down	-9.84	9.35e-07
1191	CLU	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	MIM:185430|HGNC:HGNC:2095|Ensembl:ENSG00000120885|Vega:OTTHUMG00000102114	8p21.1	clusterin	protein-coding	Down	-5.14	0.0393
12	SERPINA3	AACT|ACT|GIG24|GIG25	MIM:107280|HGNC:HGNC:16|Ensembl:ENSG00000196136|Ensembl:ENSG00000273259|Vega:OTTHUMG00000029851	14q32.13	serpin family A member 3	protein-coding	Down	-6	0.00262
1244	ABCC2	ABC30|CMOAT|DJS|MRP2|cMRP	MIM:601107|HGNC:HGNC:53|Ensembl:ENSG00000023839|Vega:OTTHUMG00000018895	10q24.2	ATP binding cassette subfamily C member 2	protein-coding	Up	8.64	3.14e-06
124976	SPNS2	-	MIM:612584|HGNC:HGNC:26992|Ensembl:ENSG00000183018|Vega:OTTHUMG00000177739	17p13.2	sphingolipid transporter 2	protein-coding	Down	-3.01	0.0245
125	ADH1B	ADH2|HEL-S-117	MIM:103720|HGNC:HGNC:250|Ensembl:ENSG00000196616|Vega:OTTHUMG00000161413	4q23	"alcohol dehydrogenase 1B (class I), beta polypeptide"	protein-coding	Down	-8.51	1.33e-05
126	ADH1C	ADH3	MIM:103730|HGNC:HGNC:251|Ensembl:ENSG00000248144|Vega:OTTHUMG00000161422	4q23	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	protein-coding	Up	3.08	0.00164
128239	IQGAP3	-	HGNC:HGNC:20669|Ensembl:ENSG00000183856|Vega:OTTHUMG00000033114	1q22	IQ motif containing GTPase activating protein 3	protein-coding	Up	5.37	0.000988
1285	COL4A3	-	MIM:120070|HGNC:HGNC:2204|Ensembl:ENSG00000169031|Vega:OTTHUMG00000149891	2q36.3	collagen type IV alpha 3 chain	protein-coding	Down	-8.41	6.61e-06
1286	COL4A4	CA44	MIM:120131|HGNC:HGNC:2206|Ensembl:ENSG00000081052|Vega:OTTHUMG00000149892	2q36.3	collagen type IV alpha 4 chain	protein-coding	Down	-6.81	8.48e-05
128602	C20orf85	LLC1|bA196N14.1	HGNC:HGNC:16216|Ensembl:ENSG00000124237|Vega:OTTHUMG00000032836	20q13.32	chromosome 20 open reading frame 85	protein-coding	Down	-11.11	1.07e-08
1300	COL10A1	-	MIM:120110|HGNC:HGNC:2185|Ensembl:ENSG00000123500|Vega:OTTHUMG00000015426	6q22.1	collagen type X alpha 1 chain	protein-coding	Up	6.39	7.23e-10
1361	CPB2	CPU|PCPB|TAFI	MIM:603101|HGNC:HGNC:2300|Ensembl:ENSG00000080618|Vega:OTTHUMG00000016867	13q14.13	carboxypeptidase B2	protein-coding	Down	-11.41	1.45e-18
1365	CLDN3	C7orf1|CPE-R2|CPETR2|HRVP1|RVP1	MIM:602910|HGNC:HGNC:2045|Ensembl:ENSG00000165215|Vega:OTTHUMG00000023424	7q11.23	claudin 3	protein-coding	Up	3.85	0.0085
1382	CRABP2	CRABP-II|RBP6	MIM:180231|HGNC:HGNC:2339|Ensembl:ENSG00000143320|Vega:OTTHUMG00000041300	1q23.1	cellular retinoic acid binding protein 2	protein-coding	Up	4.59	7.07e-07
1410	CRYAB	CMD1II|CRYA2|CTPP2|CTRCT16|HEL-S-101|HSPB5|MFM2	MIM:123590|HGNC:HGNC:2389|Ensembl:ENSG00000109846|Vega:OTTHUMG00000166885	11q23.1	crystallin alpha B	protein-coding	Down	-2.48	0.0283
1435	CSF1	CSF-1|MCSF	MIM:120420|HGNC:HGNC:2432|Ensembl:ENSG00000184371|Vega:OTTHUMG00000011646	1p13.3	colony stimulating factor 1	protein-coding	Down	-2.47	0.04
1437	CSF2	GMCSF	MIM:138960|HGNC:HGNC:2434|Ensembl:ENSG00000164400|Vega:OTTHUMG00000059637	5q31.1	colony stimulating factor 2	protein-coding	Up	6.06	0.0147
1440	CSF3	C17orf33|CSF3OS|GCSF	MIM:138970|HGNC:HGNC:2438|Ensembl:ENSG00000108342|Vega:OTTHUMG00000133247	17q21.1	colony stimulating factor 3	protein-coding	Down	-6.97	7.73e-07
1501	CTNND2	GT24|NPRAP	MIM:604275|HGNC:HGNC:2516|Ensembl:ENSG00000169862|Vega:OTTHUMG00000090511	5p15.2	catenin delta 2	protein-coding	Up	4.96	0.000929
1513	CTSK	CTS02|CTSO|CTSO1|CTSO2|PKND|PYCD	MIM:601105|HGNC:HGNC:2536|Ensembl:ENSG00000143387|Vega:OTTHUMG00000035008	1q21.3	cathepsin K	protein-coding	Up	3.65	0.0357
154	ADRB2	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	MIM:109690|HGNC:HGNC:286|Ensembl:ENSG00000169252|Vega:OTTHUMG00000129933	5q32	adrenoceptor beta 2	protein-coding	Down	-5.73	0.0076
1543	CYP1A1	AHH|AHRR|CP11|CYP1|CYPIA1|P1-450|P450-C|P450DX	MIM:108330|HGNC:HGNC:2595|Ensembl:ENSG00000140465|Vega:OTTHUMG00000142812	15q24.1	cytochrome P450 family 1 subfamily A member 1	protein-coding	Down	-10.29	6.73e-06
1557	CYP2C19	CPCJ|CYP2C|CYPIIC17|CYPIIC19|P450C2C|P450IIC19	MIM:124020|HGNC:HGNC:2621|Ensembl:ENSG00000165841|Vega:OTTHUMG00000018799	10q23.33	cytochrome P450 family 2 subfamily C member 19	protein-coding	Up	5.96	0.0193
1559	CYP2C9	CPC9|CYP2C|CYP2C10|CYPIIC9|P450IIC9	MIM:601130|HGNC:HGNC:2623|Ensembl:ENSG00000138109|Vega:OTTHUMG00000018805	10q23.33	cytochrome P450 family 2 subfamily C member 9	protein-coding	Up	6.4	0.0241
157310	PEBP4	CORK-1|CORK1|GWTM1933|HEL-S-300|PEBP-4|PRO4408|hPEBP4	MIM:612473|HGNC:HGNC:28319|Ensembl:ENSG00000134020|Vega:OTTHUMG00000163749	8p21.3	phosphatidylethanolamine binding protein 4	protein-coding	Down	-10.3	5.75e-08
1591	CYP24A1	CP24|CYP24|HCAI|HCINF1|P450-CC24	MIM:126065|HGNC:HGNC:2602|Ensembl:ENSG00000019186|Vega:OTTHUMG00000032773	20q13.2	cytochrome P450 family 24 subfamily A member 1	protein-coding	Up	8.79	1.01e-09
1594	CYP27B1	CP2B|CYP1|CYP1alpha|CYP27B|P450c1|PDDR|VDD1|VDDR|VDDRI|VDR	MIM:609506|HGNC:HGNC:2606|Ensembl:ENSG00000111012|Vega:OTTHUMG00000170457	12q14.1	cytochrome P450 family 27 subfamily B member 1	protein-coding	Up	6.23	0.00108
160728	SLC5A8	AIT|SMCT|SMCT1	MIM:608044|HGNC:HGNC:19119|Ensembl:ENSG00000256870|Vega:OTTHUMG00000170499	12q23.1-q23.2	solute carrier family 5 member 8	protein-coding	Down	-7.61	1.51e-06
1620	BRINP1	DBC1|DBCCR1|FAM5A	MIM:602865|HGNC:HGNC:2687|Ensembl:ENSG00000078725|Vega:OTTHUMG00000021020	9q33.1	BMP/retinoic acid inducible neural specific 1	protein-coding	Down	-9.22	5.44e-08
1636	ACE	ACE1|CD143|DCP|DCP1	MIM:106180|HGNC:HGNC:2707|Ensembl:ENSG00000159640|Ensembl:ENSG00000264813|Vega:OTTHUMG00000154927|Vega:OTTHUMG00000178900	17q23.3	angiotensin I converting enzyme	protein-coding	Down	-2.69	0.00893
1645	AKR1C1	2-ALPHA-HSD|20-ALPHA-HSD|C9|DD1|DD1/DD2|DDH|DDH1|H-37|HAKRC|HBAB|MBAB	MIM:600449|HGNC:HGNC:384|Ensembl:ENSG00000187134|Vega:OTTHUMG00000017580	10p15.1	aldo-keto reductase family 1 member C1	protein-coding	Up	3.43	0.0169
1649	DDIT3	CEBPZ|CHOP|CHOP-10|CHOP10|GADD153	MIM:126337|HGNC:HGNC:2726|Ensembl:ENSG00000175197|Vega:OTTHUMG00000170046	12q13.3	DNA damage inducible transcript 3	protein-coding	Up	2.42	0.0286
1672	DEFB1	BD1|DEFB-1|DEFB101|HBD1	MIM:602056|HGNC:HGNC:2766|Ensembl:ENSG00000164825|Vega:OTTHUMG00000090367	8p23.1	defensin beta 1	protein-coding	Up	6.38	0.0018
168002	DACT2	C6orf116|DAPPER2|DPR2|bA503C24.7	MIM:608966|HGNC:HGNC:21231|Ensembl:ENSG00000164488|Vega:OTTHUMG00000016046	6q27	dishevelled binding antagonist of beta catenin 2	protein-coding	Down	-6.73	0.00127
168667	BMPER	CRIM3|CV-2|CV2	MIM:608699|HGNC:HGNC:24154|Ensembl:ENSG00000164619|Vega:OTTHUMG00000128675	7p14.3	BMP binding endothelial regulator	protein-coding	Down	-4.54	0.00163
1728	NQO1	DHQU|DIA4|DTD|NMOR1|NMORI|QR1	MIM:125860|HGNC:HGNC:2874|Ensembl:ENSG00000181019|Vega:OTTHUMG00000137575	16q22.1	NAD(P)H quinone dehydrogenase 1	protein-coding	Up	4.21	0.0128
1749	DLX5	SHFM1D	MIM:600028|HGNC:HGNC:2918|Ensembl:ENSG00000105880|Vega:OTTHUMG00000154200	7q21.3	distal-less homeobox 5	protein-coding	Up	9.55	0.000447
177	AGER	RAGE|SCARJ1	MIM:600214|HGNC:HGNC:320|Ensembl:ENSG00000204305|Vega:OTTHUMG00000031120	6p21.32	advanced glycosylation end-product specific receptor	protein-coding	Down	-7.96	6.23e-05
1789	DNMT3B	ICF|ICF1|M.HsaIIIB	MIM:602900|HGNC:HGNC:2979|Ensembl:ENSG00000088305|Vega:OTTHUMG00000032226	20q11.21	DNA methyltransferase 3 beta	protein-coding	Up	6.81	0.0184
1813	DRD2	D2DR|D2R	MIM:126450|HGNC:HGNC:3023|Ensembl:ENSG00000149295|Vega:OTTHUMG00000167717	11q23.2	dopamine receptor D2	protein-coding	Up	11.16	2.04e-05
1825	DSC3	CDHF3|DSC|DSC1|DSC2|DSC4|HT-CP	MIM:600271|HGNC:HGNC:3037|Ensembl:ENSG00000134762|Vega:OTTHUMG00000179622	18q12.1	desmocollin 3	protein-coding	Down	-5.37	0.00272
183	AGT	ANHU|SERPINA8	MIM:106150|HGNC:HGNC:333|Ensembl:ENSG00000135744|Vega:OTTHUMG00000037757	1q42.2	angiotensinogen	protein-coding	Up	6.84	0.000456
1832	DSP	DCWHKTA|DP	MIM:125647|HGNC:HGNC:3052|Ensembl:ENSG00000096696|Vega:OTTHUMG00000014212	6p24.3	desmoplakin	protein-coding	Up	3.85	0.00868
1839	HBEGF	DTR|DTS|DTSF|HEGFL	MIM:126150|HGNC:HGNC:3059|Ensembl:ENSG00000113070|Vega:OTTHUMG00000129496	5q31.3	heparin binding EGF like growth factor	protein-coding	Down	-3.65	0.000103
1846	DUSP4	HVH2|MKP-2|MKP2|TYP	MIM:602747|HGNC:HGNC:3070|Ensembl:ENSG00000120875|Vega:OTTHUMG00000133395	8p12	dual specificity phosphatase 4	protein-coding	Up	5.1	0.000112
1871	E2F3	E2F-3	MIM:600427|HGNC:HGNC:3115|Ensembl:ENSG00000112242|Vega:OTTHUMG00000016389	6p22.3	E2F transcription factor 3	protein-coding	Up	3.55	0.00582
190	NR0B1	AHC|AHCH|AHX|DAX-1|DAX1|DSS|GTD|HHG|NROB1|SRXY2	MIM:300473|HGNC:HGNC:7960|Ensembl:ENSG00000169297|Vega:OTTHUMG00000021323	Xp21.2	nuclear receptor subfamily 0 group B member 1	protein-coding	Up	8.72	0.000545
1906	EDN1	ARCND3|ET1|HDLCQ7|PPET1|QME	MIM:131240|HGNC:HGNC:3176|Ensembl:ENSG00000078401|Vega:OTTHUMG00000014266	6p24.1	endothelin 1	protein-coding	Down	-5.02	0.0113
1910	EDNRB	ABCDS|ET-B|ET-BR|ETB|ETB1|ETBR|ETRB|HSCR|HSCR2|WS4A	MIM:131244|HGNC:HGNC:3180|Ensembl:ENSG00000136160|Vega:OTTHUMG00000017111	13q22.3	endothelin receptor type B	protein-coding	Down	-3.6	9.66e-05
1917	EEF1A2	EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL	MIM:602959|HGNC:HGNC:3192|Ensembl:ENSG00000101210|Vega:OTTHUMG00000033076	20q13.33	eukaryotic translation elongation factor 1 alpha 2	protein-coding	Up	8.01	4e-10
1950	EGF	HOMG4|URG	MIM:131530|HGNC:HGNC:3229|Ensembl:ENSG00000138798|Vega:OTTHUMG00000132044	4q25	epidermal growth factor	protein-coding	Up	6.51	0.00972
1993	ELAVL2	HEL-N1|HELN1|HUB	MIM:601673|HGNC:HGNC:3313|Ensembl:ENSG00000107105|Vega:OTTHUMG00000019700	9p21.3	ELAV like RNA binding protein 2	protein-coding	Up	8.71	0.024
2001	ELF5	ESE2	MIM:605169|HGNC:HGNC:3320|Ensembl:ENSG00000135374|Vega:OTTHUMG00000166451	11p13	E74 like ETS transcription factor 5	protein-coding	Down	-4.76	0.000443
2006	ELN	SVAS|WBS|WS	MIM:130160|HGNC:HGNC:3327|Ensembl:ENSG00000049540|Vega:OTTHUMG00000150229	7q11.23	elastin	protein-coding	Down	-6.43	0.0106
200879	LIPH	AH|ARWH2|HYPT7|LAH2|LPDLR|PLA1B|mPA-PLA1	MIM:607365|HGNC:HGNC:18483|Ensembl:ENSG00000163898|Vega:OTTHUMG00000156657	3q27.2	lipase H	protein-coding	Down	-5.86	0.00645
2045	EPHA7	EHK-3|EHK3|EK11|HEK11	MIM:602190|HGNC:HGNC:3390|Ensembl:ENSG00000135333|Vega:OTTHUMG00000015228	6q16.1	EPH receptor A7	protein-coding	Up	6.44	0.0162
2049	EPHB3	EK2|ETK2|HEK2|TYRO6	MIM:601839|HGNC:HGNC:3394|Ensembl:ENSG00000182580|Vega:OTTHUMG00000156710	3q27.1	EPH receptor B3	protein-coding	Up	2.47	0.0221
2069	EREG	EPR|ER|Ep	MIM:602061|HGNC:HGNC:3443|Ensembl:ENSG00000124882|Vega:OTTHUMG00000130005	4q13.3	epiregulin	protein-coding	Up	8.71	5.89e-05
2070	EYA4	CMD1J|DFNA10	MIM:603550|HGNC:HGNC:3522|Ensembl:ENSG00000112319|Vega:OTTHUMG00000015602	6q23.2	EYA transcriptional coactivator and phosphatase 4	protein-coding	Down	-3.09	0.0228
2118	ETV4	E1A-F|E1AF|PEA3|PEAS3	MIM:600711|HGNC:HGNC:3493|Ensembl:ENSG00000175832|Vega:OTTHUMG00000180884	17q21.31	ETS variant 4	protein-coding	Up	4.97	0.000122
